timestamp,price,volume
2025-09-02 12:09:00,230.4,5616
2025-09-02 12:10:00,230.341,8056
2025-09-02 12:11:00,230.35,4400
2025-09-02 12:12:00,230.2643,14849
2025-09-02 12:13:00,230.37,1736
2025-09-02 12:14:00,230.4299,1207
2025-09-02 12:15:00,230.5,776
2025-09-02 12:16:00,230.4996,1285
2025-09-02 12:17:00,230.3801,1251
2025-09-02 12:18:00,230.38,2024
2025-09-02 12:19:00,230.3204,1096
2025-09-02 12:20:00,230.36,1287
2025-09-02 12:21:00,230.3507,5322
2025-09-02 12:22:00,230.37,7301
2025-09-02 12:23:00,230.3418,5836
2025-09-02 12:24:00,230.4,751
2025-09-02 12:25:00,230.34,1892
2025-09-02 12:26:00,230.4,724
2025-09-02 12:27:00,230.4,394
2025-09-02 12:28:00,230.3526,1435
2025-09-02 12:29:00,230.41,971
2025-09-02 12:30:00,230.4,3133
2025-09-02 12:32:00,230.45,750
2025-09-02 12:34:00,230.5,851
2025-09-02 12:35:00,230.44,442
2025-09-02 12:36:00,230.5,1128
2025-09-02 12:37:00,230.4,5540
2025-09-02 12:38:00,230.31,21096
2025-09-02 12:39:00,230.181,2411
2025-09-02 12:40:00,230.2,2230
2025-09-02 12:41:00,230.14,4978
2025-09-02 12:42:00,230.15,1597
2025-09-02 12:43:00,230.14,3942
2025-09-02 12:44:00,230.15,1567
2025-09-02 12:45:00,230.17,1192
2025-09-02 12:46:00,230.07,3810
2025-09-02 12:47:00,230.02,7119
2025-09-02 12:48:00,229.8,8862
2025-09-02 12:49:00,229.98,4139
2025-09-02 12:50:00,230,669
2025-09-02 12:51:00,230.07,1096
2025-09-02 12:52:00,230,2119
2025-09-02 12:53:00,230.03,4323
2025-09-02 12:54:00,229.41,10440
2025-09-02 12:55:00,229.51,2523
2025-09-02 12:56:00,229.76,2232
2025-09-02 12:57:00,229.66,6323
2025-09-02 12:58:00,229.77,3805
2025-09-02 12:59:00,229.53,4600
2025-09-02 13:00:00,229.3,2885
2025-09-02 13:01:00,229.3001,14450
2025-09-02 13:02:00,229.39,1943
2025-09-02 13:03:00,229.34,2033
2025-09-02 13:04:00,229.25,2284
2025-09-02 13:05:00,229.51,3733
2025-09-02 13:06:00,229.5605,2021
2025-09-02 13:07:00,229.5,2748
2025-09-02 13:08:00,229.5667,3695
2025-09-02 13:09:00,229.31,964
2025-09-02 13:10:00,229.49,825
2025-09-02 13:11:00,229.378,3178
2025-09-02 13:12:00,229.5,1944
2025-09-02 13:13:00,229.52,4984
2025-09-02 13:14:00,229.5941,2075
2025-09-02 13:15:00,229.6045,2666
2025-09-02 13:16:00,229.5,2961
2025-09-02 13:17:00,229.6069,943
2025-09-02 13:18:00,229.55,4177
2025-09-02 13:19:00,229.5261,621
2025-09-02 13:20:00,229.4501,980
2025-09-02 13:21:00,229.53,2308
2025-09-02 13:22:00,229.53,1422
2025-09-02 13:23:00,229.67,2230
2025-09-02 13:24:00,229.6581,3635
2025-09-02 13:25:00,229.65,10241
2025-09-02 13:26:00,229.62,7394
2025-09-02 13:27:00,229.7,11923
2025-09-02 13:28:00,229.2,19852
2025-09-02 13:29:00,229.46,4823
2025-09-02 13:30:00,228.61,1183982
2025-09-02 13:31:00,228.23,365225
2025-09-02 13:32:00,228.3634,403033
2025-09-02 13:33:00,228.25,324045
2025-09-02 13:34:00,228.155,335338
2025-09-02 13:35:00,228.38,294749
2025-09-02 13:36:00,229.22,287761
2025-09-02 13:37:00,228.78,227220
2025-09-02 13:38:00,229.02,206318
2025-09-02 13:39:00,229.28,154655
2025-09-02 13:40:00,229.1732,180578
2025-09-02 13:41:00,229.39,155527
2025-09-02 13:42:00,229.4248,128297
2025-09-02 13:43:00,229.33,120229
2025-09-02 13:44:00,229.39,92360
2025-09-02 13:45:00,229.17,116172
2025-09-02 13:46:00,229.76,170490
2025-09-02 13:47:00,229.06,132237
2025-09-02 13:48:00,229.23,110984
2025-09-02 13:49:00,229.379,119694
2025-09-02 13:50:00,229.865,106392
2025-09-02 13:51:00,230.165,184069
2025-09-02 13:52:00,230.18,149868
2025-09-02 13:53:00,230.01,96409
2025-09-02 13:54:00,230.29,110964
2025-09-02 13:55:00,230.33,112959
2025-09-02 13:56:00,230.32,78231
2025-09-02 13:57:00,230.27,93463
2025-09-02 13:58:00,230.23,92200
2025-09-02 13:59:00,230.19,136210
2025-09-02 14:00:00,230.41,229897
2025-09-02 14:01:00,230.3399,82336
2025-09-02 14:02:00,230.09,70879
2025-09-02 14:03:00,230.3452,81396
2025-09-02 14:04:00,230.27,101289
2025-09-02 14:05:00,230.41,126737
2025-09-02 14:06:00,230.47,98223
2025-09-02 14:07:00,230.3668,89244
2025-09-02 14:08:00,230.32,107488
2025-09-02 14:09:00,230.35,100794
2025-09-02 14:10:00,230.3,94790
2025-09-02 14:11:00,230.3626,78807
2025-09-02 14:12:00,230.5,76413
2025-09-02 14:13:00,230.1999,89799
2025-09-02 14:14:00,230.17,82267
2025-09-02 14:15:00,230.06,117113
2025-09-02 14:16:00,230.17,78444
2025-09-02 14:17:00,230.45,93139
2025-09-02 14:18:00,230.465,96862
2025-09-02 14:19:00,230.225,70189
2025-09-02 14:20:00,230.425,119771
2025-09-02 14:21:00,230.66,95746
2025-09-02 14:22:00,230.66,108152
2025-09-02 14:23:00,230.56,78496
2025-09-02 14:24:00,230.225,67174
2025-09-02 14:25:00,230.125,105730
2025-09-02 14:26:00,230.3011,88382
2025-09-02 14:27:00,230.38,79637
2025-09-02 14:28:00,230.55,73555
2025-09-02 14:29:00,230.6,76775
2025-09-02 14:30:00,230.31,59786
2025-09-02 14:31:00,230.3251,74115
2025-09-02 14:32:00,230.5782,48341
2025-09-02 14:33:00,230.6275,81026
2025-09-02 14:34:00,230.62,89409
2025-09-02 14:35:00,230.335,63852
2025-09-02 14:36:00,230.3975,44373
2025-09-02 14:37:00,230.29,53904
2025-09-02 14:38:00,230.16,55835
2025-09-02 14:39:00,230.105,118438
2025-09-02 14:40:00,229.965,62757
2025-09-02 14:41:00,229.73,113690
2025-09-02 14:42:00,229.4137,95702
2025-09-02 14:43:00,229.43,97590
2025-09-02 14:44:00,229.37,72118
2025-09-02 14:45:00,229.285,78396
2025-09-02 14:46:00,228.9201,131746
2025-09-02 14:47:00,228.905,88739
2025-09-02 14:48:00,228.73,100457
2025-09-02 14:49:00,228.565,113819
2025-09-02 14:50:00,228.46,124018
2025-09-02 14:51:00,228.66,135812
2025-09-02 14:52:00,228.71,96591
2025-09-02 14:53:00,228.59,76596
2025-09-02 14:54:00,228.33,111775
2025-09-02 14:55:00,228.26,113475
2025-09-02 14:56:00,228.16,82479
2025-09-02 14:57:00,228.2062,105715
2025-09-02 14:58:00,228.05,102701
2025-09-02 14:59:00,228.09,129367
2025-09-02 15:00:00,228.34,104052
2025-09-02 15:01:00,228.11,113073
2025-09-02 15:02:00,228.14,64470
2025-09-02 15:03:00,228.41,72718
2025-09-02 15:04:00,228.175,69885
2025-09-02 15:05:00,228.175,60902
2025-09-02 15:06:00,228.05,96451
2025-09-02 15:07:00,228.1264,57810
2025-09-02 15:08:00,228.1201,79332
2025-09-02 15:09:00,228.1,58352
2025-09-02 15:10:00,228.1105,86880
2025-09-02 15:11:00,228.16,49060
2025-09-02 15:12:00,228.06,78949
2025-09-02 15:13:00,228.05,75511
2025-09-02 15:14:00,227.94,67123
2025-09-02 15:15:00,227.9901,74640
2025-09-02 15:16:00,228.055,61573
2025-09-02 15:17:00,227.95,67645
2025-09-02 15:18:00,227.97,80814
2025-09-02 15:19:00,227.97,116568
2025-09-02 15:20:00,227.67,93314
2025-09-02 15:21:00,227.6798,90294
2025-09-02 15:22:00,227.61,73657
2025-09-02 15:23:00,227.56,98255
2025-09-02 15:24:00,227.6,73802
2025-09-02 15:25:00,227.6558,86167
2025-09-02 15:26:00,227.74,113633
2025-09-02 15:27:00,227.68,103087
2025-09-02 15:28:00,227.8801,73961
2025-09-02 15:29:00,227.829,60432
2025-09-02 15:30:00,227.97,84015
2025-09-02 15:31:00,227.8375,85312
2025-09-02 15:32:00,227.86,55268
2025-09-02 15:33:00,228.01,81543
2025-09-02 15:34:00,227.86,49340
2025-09-02 15:35:00,227.56,77701
2025-09-02 15:36:00,227.39,86348
2025-09-02 15:37:00,227.49,70780
2025-09-02 15:38:00,227.4,61959
2025-09-02 15:39:00,227.35,50971
2025-09-02 15:40:00,227.563,77410
2025-09-02 15:41:00,227.5924,51916
2025-09-02 15:42:00,227.57,67918
2025-09-02 15:43:00,227.53,63150
2025-09-02 15:44:00,227.46,46272
2025-09-02 15:45:00,227.6,70368
2025-09-02 15:46:00,227.645,67749
2025-09-02 15:47:00,227.62,46584
2025-09-02 15:48:00,227.655,56280
2025-09-02 15:49:00,227.65,42779
2025-09-02 15:50:00,227.44,77377
2025-09-02 15:51:00,227.435,55755
2025-09-02 15:52:00,227.4894,53408
2025-09-02 15:53:00,227.38,61965
2025-09-02 15:54:00,227.5,54738
2025-09-02 15:55:00,227.61,48048
2025-09-02 15:56:00,227.44,49263
2025-09-02 15:57:00,227.2053,60481
2025-09-02 15:58:00,227.28,45545
2025-09-02 15:59:00,227.4154,46632
2025-09-02 16:00:00,227.65,56269
2025-09-02 16:01:00,227.6189,36620
2025-09-02 16:02:00,227.6,29154
2025-09-02 16:03:00,227.48,40160
2025-09-02 16:04:00,227.46,39927
2025-09-02 16:05:00,227.535,43096
2025-09-02 16:06:00,227.64,62589
2025-09-02 16:07:00,227.78,64048
2025-09-02 16:08:00,227.7,35351
2025-09-02 16:09:00,227.62,43966
2025-09-02 16:10:00,227.76,51237
2025-09-02 16:11:00,227.61,56325
2025-09-02 16:12:00,227.68,43236
2025-09-02 16:13:00,227.81,47122
2025-09-02 16:14:00,227.86,39180
2025-09-02 16:15:00,227.9773,57209
2025-09-02 16:16:00,228.055,71009
2025-09-02 16:17:00,228.035,43669
2025-09-02 16:18:00,227.93,38703
2025-09-02 16:19:00,228.1254,39359
2025-09-02 16:20:00,228.1,40728
2025-09-02 16:21:00,228.0986,44215
2025-09-02 16:22:00,228.03,43050
2025-09-02 16:23:00,228.007,22561
2025-09-02 16:24:00,227.98,34633
2025-09-02 16:25:00,227.8828,25571
2025-09-02 16:26:00,227.88,33316
2025-09-02 16:27:00,227.88,38737
2025-09-02 16:28:00,227.78,40426
2025-09-02 16:29:00,227.85,27993
2025-09-02 16:30:00,227.95,49580
2025-09-02 16:31:00,227.74,194630
2025-09-02 16:32:00,227.8,47403
2025-09-02 16:33:00,227.9,49017
2025-09-02 16:34:00,227.785,36193
2025-09-02 16:35:00,227.71,56357
2025-09-02 16:36:00,227.81,35172
2025-09-02 16:37:00,227.89,42505
2025-09-02 16:38:00,227.81,28263
2025-09-02 16:39:00,227.83,18820
2025-09-02 16:40:00,227.9957,30379
2025-09-02 16:41:00,228.05,43020
2025-09-02 16:42:00,228.04,39985
2025-09-02 16:43:00,228,48215
2025-09-02 16:44:00,228.02,31684
2025-09-02 16:45:00,227.93,33675
2025-09-02 16:46:00,227.88,33502
2025-09-02 16:47:00,227.83,33743
2025-09-02 16:48:00,227.7035,32648
2025-09-02 16:49:00,227.75,36672
2025-09-02 16:50:00,227.83,31076
2025-09-02 16:51:00,227.8299,41459
2025-09-02 16:52:00,227.9019,26216
2025-09-02 16:53:00,227.94,48694
2025-09-02 16:54:00,227.91,37511
2025-09-02 16:55:00,228.08,47329
2025-09-02 16:56:00,228.1062,39472
2025-09-02 16:57:00,227.99,51560
2025-09-02 16:58:00,228.03,31217
2025-09-02 16:59:00,228.0172,39488
2025-09-02 17:00:00,228.0499,32303
2025-09-02 17:01:00,228.03,35441
2025-09-02 17:02:00,228.12,45270
2025-09-02 17:03:00,228.041,32900
2025-09-02 17:04:00,228.0932,25835
2025-09-02 17:05:00,228.1685,34671
2025-09-02 17:06:00,228.14,37820
2025-09-02 17:07:00,228.16,38959
2025-09-02 17:08:00,228.08,49596
2025-09-02 17:09:00,228.05,30973
2025-09-02 17:10:00,228.09,38324
2025-09-02 17:11:00,227.995,40689
2025-09-02 17:12:00,227.8857,54570
2025-09-02 17:13:00,227.89,35440
2025-09-02 17:14:00,227.965,37366
2025-09-02 17:15:00,227.92,33089
2025-09-02 17:16:00,227.94,28321
2025-09-02 17:17:00,227.87,40397
2025-09-02 17:18:00,228.01,37425
2025-09-02 17:19:00,228.01,34285
2025-09-02 17:20:00,227.97,27434
2025-09-02 17:21:00,228.1055,28822
2025-09-02 17:22:00,228.2219,60296
2025-09-02 17:23:00,228.28,56891
2025-09-02 17:24:00,228.2354,49471
2025-09-02 17:25:00,228.4,75751
2025-09-02 17:26:00,228.525,53656
2025-09-02 17:27:00,228.33,50618
2025-09-02 17:28:00,228.44,30146
2025-09-02 17:29:00,228.41,38387
2025-09-02 17:30:00,228.5,56100
2025-09-02 17:31:00,228.45,45662
2025-09-02 17:32:00,228.6416,51706
2025-09-02 17:33:00,228.648,40647
2025-09-02 17:34:00,228.81,61865
2025-09-02 17:35:00,228.8332,50575
2025-09-02 17:36:00,228.85,37441
2025-09-02 17:37:00,228.8,62975
2025-09-02 17:38:00,228.91,51512
2025-09-02 17:39:00,228.995,66436
2025-09-02 17:40:00,228.97,35912
2025-09-02 17:41:00,229.06,39695
2025-09-02 17:42:00,228.9999,32715
2025-09-02 17:43:00,229.005,35654
2025-09-02 17:44:00,228.9507,36786
2025-09-02 17:45:00,228.9365,33888
2025-09-02 17:46:00,228.93,48634
2025-09-02 17:47:00,229.025,23579
2025-09-02 17:48:00,229.09,38876
2025-09-02 17:49:00,229.1,33741
2025-09-02 17:50:00,229.1123,115700
2025-09-02 17:51:00,229.02,36609
2025-09-02 17:52:00,228.9999,42134
2025-09-02 17:53:00,228.88,62899
2025-09-02 17:54:00,228.8,35099
2025-09-02 17:55:00,228.8216,34463
2025-09-02 17:56:00,228.76,37363
2025-09-02 17:57:00,228.7801,21341
2025-09-02 17:58:00,228.69,22564
2025-09-02 17:59:00,228.61,40034
2025-09-02 18:00:00,228.77,50038
2025-09-02 18:01:00,228.75,22312
2025-09-02 18:02:00,228.63,26600
2025-09-02 18:03:00,228.7086,46414
2025-09-02 18:04:00,228.69,22696
2025-09-02 18:05:00,228.6,28018
2025-09-02 18:06:00,228.7,30611
2025-09-02 18:07:00,228.7,44696
2025-09-02 18:08:00,228.6932,31835
2025-09-02 18:09:00,228.58,35352
2025-09-02 18:10:00,228.61,46809
2025-09-02 18:11:00,228.64,32274
2025-09-02 18:12:00,228.55,40760
2025-09-02 18:13:00,228.6699,48694
2025-09-02 18:14:00,228.59,30089
2025-09-02 18:15:00,228.575,30294
2025-09-02 18:16:00,228.47,37547
2025-09-02 18:17:00,228.44,39201
2025-09-02 18:18:00,228.402,28736
2025-09-02 18:19:00,228.35,31215
2025-09-02 18:20:00,228.445,30453
2025-09-02 18:21:00,228.45,44932
2025-09-02 18:22:00,228.46,25433
2025-09-02 18:23:00,228.46,33214
2025-09-02 18:24:00,228.4819,19952
2025-09-02 18:25:00,228.46,37507
2025-09-02 18:26:00,228.3884,33748
2025-09-02 18:27:00,228.4,32151
2025-09-02 18:28:00,228.3708,26323
2025-09-02 18:29:00,228.4,26263
2025-09-02 18:30:00,228.51,39349
2025-09-02 18:31:00,228.545,36631
2025-09-02 18:32:00,228.48,34450
2025-09-02 18:33:00,228.55,34729
2025-09-02 18:34:00,228.52,22830
2025-09-02 18:35:00,228.46,36831
2025-09-02 18:36:00,228.499,31730
2025-09-02 18:37:00,228.52,32845
2025-09-02 18:38:00,228.49,30819
2025-09-02 18:39:00,228.48,28221
2025-09-02 18:40:00,228.55,40284
2025-09-02 18:41:00,228.47,31073
2025-09-02 18:42:00,228.45,20080
2025-09-02 18:43:00,228.44,54052
2025-09-02 18:44:00,228.505,31935
2025-09-02 18:45:00,228.435,35613
2025-09-02 18:46:00,228.495,26555
2025-09-02 18:47:00,228.46,27794
2025-09-02 18:48:00,228.72,65071
2025-09-02 18:49:00,228.54,49478
2025-09-02 18:50:00,228.75,41381
2025-09-02 18:51:00,228.89,48177
2025-09-02 18:52:00,228.6988,38815
2025-09-02 18:53:00,228.713,29795
2025-09-02 18:54:00,228.75,34409
2025-09-02 18:55:00,228.6,57956
2025-09-02 18:56:00,228.59,35701
2025-09-02 18:57:00,228.5349,26875
2025-09-02 18:58:00,228.51,28233
2025-09-02 18:59:00,228.5715,31666
2025-09-02 19:00:00,228.805,34820
2025-09-02 19:01:00,228.8,33359
2025-09-02 19:02:00,228.7984,26925
2025-09-02 19:03:00,228.2,809113
2025-09-02 19:04:00,228.57,207545
2025-09-02 19:05:00,228.51,70583
2025-09-02 19:06:00,228.51,45363
2025-09-02 19:07:00,228.64,37520
2025-09-02 19:08:00,228.66,101465
2025-09-02 19:09:00,228.64,42029
2025-09-02 19:10:00,228.75,40686
2025-09-02 19:11:00,228.74,48714
2025-09-02 19:12:00,228.87,54963
2025-09-02 19:13:00,228.8,59673
2025-09-02 19:14:00,228.85,39958
2025-09-02 19:15:00,228.817,88252
2025-09-02 19:16:00,228.895,50476
2025-09-02 19:17:00,228.85,43117
2025-09-02 19:18:00,228.91,72206
2025-09-02 19:19:00,228.94,38659
2025-09-02 19:20:00,229.01,64871
2025-09-02 19:21:00,228.95,49398
2025-09-02 19:22:00,228.925,49818
2025-09-02 19:23:00,228.79,40988
2025-09-02 19:24:00,228.82,46790
2025-09-02 19:25:00,228.9016,41477
2025-09-02 19:26:00,228.935,50048
2025-09-02 19:27:00,228.86,32418
2025-09-02 19:28:00,228.935,51104
2025-09-02 19:29:00,228.94,48758
2025-09-02 19:30:00,229,74987
2025-09-02 19:31:00,229,42927
2025-09-02 19:32:00,228.95,51003
2025-09-02 19:33:00,229,49360
2025-09-02 19:34:00,228.994,56558
2025-09-02 19:35:00,229.005,69447
2025-09-02 19:36:00,229.13,59163
2025-09-02 19:37:00,229.035,54167
2025-09-02 19:38:00,229.055,44189
2025-09-02 19:39:00,229.03,46773
2025-09-02 19:40:00,229.015,42753
2025-09-02 19:41:00,229.0399,66763
2025-09-02 19:42:00,229.0649,59264
2025-09-02 19:43:00,229.02,94570
2025-09-02 19:44:00,229.145,137053
2025-09-02 19:45:00,229.05,74237
2025-09-02 19:46:00,229.01,96962
2025-09-02 19:47:00,229.025,87453
2025-09-02 19:48:00,229.04,75618
2025-09-02 19:49:00,229.09,123170
2025-09-02 19:50:00,229.4084,339880
2025-09-02 19:51:00,229.505,175701
2025-09-02 19:52:00,229.6191,139974
2025-09-02 19:53:00,229.53,147479
2025-09-02 19:54:00,229.73,230857
2025-09-02 19:55:00,229.83,421691
2025-09-02 19:56:00,229.69,244503
2025-09-02 19:57:00,229.63,363047
2025-09-02 19:58:00,229.69,362898
2025-09-02 19:59:00,229.73,856780
2025-09-02 20:00:00,229.2032,604096
2025-09-02 20:01:00,229.3,16901
2025-09-02 20:02:00,229.27,6359
2025-09-02 20:03:00,229.39,2341
2025-09-02 20:04:00,229.3,20721
2025-09-02 20:05:00,229.23,10191
2025-09-02 20:06:00,229.36,991
2025-09-02 20:07:00,231.05,116936
2025-09-02 20:08:00,232.82,57311
2025-09-02 20:09:00,234.1,102177
2025-09-02 20:10:00,234.6498,120634
2025-09-02 20:11:00,233.45,33186
2025-09-02 20:12:00,234,27203
2025-09-02 20:13:00,232.84,36520
2025-09-02 20:14:00,233.0001,41041
2025-09-02 20:15:00,232.73,17734
2025-09-02 20:16:00,233.43,28802
2025-09-02 20:17:00,233.7,40648
2025-09-02 20:18:00,235,89694
2025-09-02 20:19:00,236.5,226062
2025-09-02 20:20:00,235.55,122858
2025-09-02 20:21:00,236.92,57440
2025-09-02 20:22:00,236.28,101169
2025-09-02 20:23:00,236.54,106431
2025-09-02 20:24:00,236.64,132139
2025-09-02 20:25:00,238.01,189003
2025-09-02 20:26:00,237.97,133008
2025-09-02 20:27:00,238.53,213761
2025-09-02 20:28:00,238,108671
2025-09-02 20:29:00,239.1001,173412
2025-09-02 20:30:00,239.19,192541
2025-09-02 20:31:00,238.55,255523
2025-09-02 20:32:00,238.14,143509
2025-09-02 20:33:00,238.43,68355
2025-09-02 20:34:00,238.08,68079
2025-09-02 20:35:00,238.0701,67019
2025-09-02 20:36:00,238.89,70178
2025-09-02 20:37:00,238.67,70032
2025-09-02 20:38:00,238.2483,64592
2025-09-02 20:39:00,238.03,86290
2025-09-02 20:40:00,238,61197
2025-09-02 20:41:00,237.67,133660
2025-09-02 20:42:00,237.24,86655
2025-09-02 20:43:00,236.99,79954
2025-09-02 20:44:00,237.02,98845
2025-09-02 20:45:00,236.9201,52427
2025-09-02 20:46:00,236.61,37104
2025-09-02 20:47:00,236.84,23501
2025-09-02 20:48:00,236.77,32213
2025-09-02 20:49:00,236.82,41015
2025-09-02 20:50:00,236.99,32668
2025-09-02 20:51:00,237.61,68581
2025-09-02 20:52:00,237.27,44598
2025-09-02 20:53:00,237.27,23708
2025-09-02 20:54:00,237.81,60399
2025-09-02 20:55:00,238.15,24630
2025-09-02 20:56:00,238.29,31302
2025-09-02 20:57:00,238.1,9153
2025-09-02 20:58:00,238.09,8567
2025-09-02 20:59:00,238.04,17244
2025-09-02 21:00:00,238.4999,40345
2025-09-02 21:01:00,238.17,3998
2025-09-02 21:02:00,238.2399,13182
2025-09-02 21:03:00,238,9443
2025-09-02 21:04:00,238.05,23020
2025-09-02 21:05:00,238.1499,7094
2025-09-02 21:06:00,238.15,10816
2025-09-02 21:07:00,238.02,8353
2025-09-02 21:08:00,237.7,9597
2025-09-02 21:09:00,237.75,26281
2025-09-02 21:10:00,237.91,52007
2025-09-02 21:11:00,237.98,7464
2025-09-02 21:12:00,237.87,6826
2025-09-02 21:13:00,237.6201,12804
2025-09-02 21:14:00,237.7111,13068
2025-09-02 21:15:00,237.68,36922
2025-09-02 21:16:00,237.59,16651
2025-09-02 21:17:00,237.51,11245
2025-09-02 21:18:00,237.5999,3837
2025-09-02 21:19:00,237.6,13240
2025-09-02 21:20:00,237.8101,20529
2025-09-02 21:21:00,237.72,18986
2025-09-02 21:22:00,237.7,7181
2025-09-02 21:23:00,237.72,7289
2025-09-02 21:24:00,237.74,6132
2025-09-02 21:25:00,237.6,19720
2025-09-02 21:26:00,237.53,6597
2025-09-02 21:27:00,237.495,11040
2025-09-02 21:28:00,237.44,8206
2025-09-02 21:29:00,237.47,3399
2025-09-02 21:30:00,237.15,14750
2025-09-02 21:31:00,237.4,20079
2025-09-02 21:32:00,237.35,5474
2025-09-02 21:33:00,237.5,11729
2025-09-02 21:34:00,237.55,20869
2025-09-02 21:35:00,237.5999,19168
2025-09-02 21:36:00,237.76,13899
2025-09-02 21:37:00,237.8,7515
2025-09-02 21:38:00,237.68,1291
2025-09-02 21:39:00,237.68,2875
2025-09-02 21:40:00,237.6001,4619
2025-09-02 21:41:00,237.6995,1134
2025-09-02 21:42:00,237.7001,1721
2025-09-02 21:43:00,237.51,3143
2025-09-02 21:44:00,237.35,1930
2025-09-02 21:45:00,237.17,3307
2025-09-02 21:46:00,237.15,3116
2025-09-02 21:47:00,237.15,6833
2025-09-02 21:48:00,237.21,9564
2025-09-02 21:49:00,237.2999,3734
2025-09-02 21:50:00,237.17,2044
2025-09-02 21:51:00,237.1611,3476
2025-09-02 21:52:00,237.18,1110
2025-09-02 21:53:00,237.26,2854
2025-09-02 21:54:00,237.2447,3208
2025-09-02 21:55:00,237.16,2601
2025-09-02 21:56:00,237.24,3969
2025-09-02 21:57:00,237.15,5013
2025-09-02 21:58:00,237.16,4395
2025-09-02 21:59:00,236.8,8546
2025-09-02 22:00:00,236.8,7042
2025-09-02 22:01:00,236.82,6160
2025-09-02 22:02:00,236.83,2920
2025-09-02 22:03:00,236.7101,2410
2025-09-02 22:04:00,236.71,1939
2025-09-02 22:05:00,236.62,5904
2025-09-02 22:06:00,236.55,7057
2025-09-02 22:07:00,236.6,1758
2025-09-02 22:08:00,236.36,7657
2025-09-02 22:09:00,236.6799,7972
2025-09-02 22:10:00,236.52,2254
2025-09-02 22:11:00,236.58,5217
2025-09-02 22:12:00,236.55,1710
2025-09-02 22:13:00,236.46,1684
2025-09-02 22:14:00,236.51,3795
2025-09-02 22:15:00,236.7,1521
2025-09-02 22:16:00,236.73,3302
